trial_id,scenario,method,blocked,block_reasons,remote_mutations,stale_mutation,duplicate_mutation,unsafe_mutation,correct_outcome
2178,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2178,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2178,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2178,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2179,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2179,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2179,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2179,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2180,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2180,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2180,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2180,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2181,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2181,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2181,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2181,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2182,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2182,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2182,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2182,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2183,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2183,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2183,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2183,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2184,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2184,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2184,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2184,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2185,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2185,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2185,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2185,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2186,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2186,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2186,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2186,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2187,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2187,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2187,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2187,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2188,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2188,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2188,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2188,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2189,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2189,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2189,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2189,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2190,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2190,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2190,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2190,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
2191,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2191,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2191,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2191,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2192,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2192,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2192,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2192,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2193,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2193,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2193,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2193,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2194,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2194,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2194,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2194,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2195,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2195,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2195,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2195,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2196,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2196,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2196,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2196,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2197,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
2197,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2197,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2197,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2198,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2198,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2198,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2198,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2199,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2199,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2199,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2199,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2200,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
2200,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2200,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2200,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2201,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2201,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2201,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2201,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2202,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2202,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2202,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2202,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2203,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2203,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2203,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2203,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2204,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2204,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2204,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2204,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2205,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2205,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2205,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2205,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2206,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2206,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2206,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2206,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2207,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
2207,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2207,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2207,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2208,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2208,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2208,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2208,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2209,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2209,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2209,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2209,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2210,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2210,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2210,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2210,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2211,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2211,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2211,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2211,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2212,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2212,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2212,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2212,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2213,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2213,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2213,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2213,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2214,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
2214,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2214,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2214,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2215,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2215,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2215,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2215,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2216,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2216,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2216,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2216,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2217,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2217,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2217,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2217,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
2218,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2218,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2218,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2218,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2219,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2219,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2219,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2219,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2220,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2220,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2220,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2220,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2221,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2221,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2221,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2221,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2222,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2222,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2222,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2222,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2223,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2223,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2223,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2223,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2224,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2224,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2224,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2224,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2225,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2225,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2225,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2225,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2226,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2226,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2226,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2226,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2227,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2227,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2227,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2227,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2228,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2228,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2228,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2228,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2229,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2229,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2229,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2229,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2230,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2230,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2230,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2230,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
2231,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2231,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2231,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2231,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2232,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2232,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2232,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2232,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2233,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2233,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2233,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2233,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2234,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2234,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2234,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2234,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2235,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2235,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2235,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2235,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2236,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
2236,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2236,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2236,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2237,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2237,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2237,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2237,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2238,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2238,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2238,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2238,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2239,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2239,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2239,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2239,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2240,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2240,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2240,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2240,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2241,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2241,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2241,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2241,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2242,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2242,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2242,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2242,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2243,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2243,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2243,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2243,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
2244,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2244,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2244,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2244,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2245,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2245,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2245,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2245,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2246,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2246,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2246,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2246,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2247,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
2247,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2247,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2247,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2248,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2248,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2248,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2248,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2249,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2249,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2249,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2249,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2250,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2250,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2250,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2250,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2251,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
2251,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
2251,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2251,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2252,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2252,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2252,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2252,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2253,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2253,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2253,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2253,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2254,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2254,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2254,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2254,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2255,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2255,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2255,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
2255,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
2256,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
2256,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
2256,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
2256,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
2257,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2257,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2257,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2257,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
2258,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
2258,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
2258,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2258,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
2259,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
2259,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
2259,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
2259,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
2260,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
2260,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
2260,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
