trial_id,scenario,method,blocked,block_reasons,remote_mutations,stale_mutation,duplicate_mutation,unsafe_mutation,correct_outcome
10859,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10859,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10860,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10860,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10860,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10860,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10861,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10861,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10861,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10861,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10862,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10862,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10862,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10862,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10863,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10863,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10863,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10863,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10864,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10864,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10864,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10864,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10865,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10865,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10865,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10865,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10866,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10866,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10866,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10866,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10867,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10867,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10867,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10867,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10868,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10868,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10868,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10868,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10869,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10869,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10869,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10869,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10870,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10870,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10870,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10870,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10871,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10871,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10871,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10871,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10872,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10872,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10872,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10872,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10873,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10873,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10873,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10873,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10874,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10874,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10874,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10874,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10875,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
10875,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
10875,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10875,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10876,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10876,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10876,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10876,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10877,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10877,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10877,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10877,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10878,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
10878,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
10878,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10878,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10879,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10879,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10879,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10879,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10880,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10880,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10880,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10880,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10881,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10881,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10881,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10881,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10882,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10882,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10882,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10882,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10883,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10883,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10883,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10883,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10884,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10884,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10884,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10884,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10885,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10885,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10885,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10885,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10886,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10886,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10886,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10886,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10887,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10887,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10887,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10887,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10888,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10888,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10888,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10888,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10889,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10889,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10889,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10889,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10890,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
10890,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
10890,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10890,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10891,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10891,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10891,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10891,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10892,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10892,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10892,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10892,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10893,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10893,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10893,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10893,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10894,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10894,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10894,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10894,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10895,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10895,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10895,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10895,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10896,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10896,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10896,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10896,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10897,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10897,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10897,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10897,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10898,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10898,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10898,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10898,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10899,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10899,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10899,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10899,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10900,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10900,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10900,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10900,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10901,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10901,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10901,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10901,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10902,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10902,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10902,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10902,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10903,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10903,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10903,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10903,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10904,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10904,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10904,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10904,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10905,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10905,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10905,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10905,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10906,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10906,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10906,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10906,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10907,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10907,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10907,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10907,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10908,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10908,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10908,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10908,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10909,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
10909,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
10909,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10909,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10910,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10910,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10910,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10910,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10911,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10911,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10911,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10911,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10912,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10912,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10912,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10912,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10913,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10913,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10913,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10913,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10914,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10914,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10914,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10914,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10915,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10915,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10915,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10915,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10916,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10916,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10916,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10916,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10917,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
10917,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
10917,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10917,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10918,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10918,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10918,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10918,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10919,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10919,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10919,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10919,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10920,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10920,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10920,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10920,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10921,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10921,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10921,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10921,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10922,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10922,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10922,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10922,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10923,valid_control,A0_ordinary_approval_log,0,,1,0,0,0,1
10923,valid_control,A1_source_hash_conditional,0,,1,0,0,0,1
10923,valid_control,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10923,valid_control,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10924,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10924,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10924,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10924,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10925,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10925,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10925,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10925,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10926,source_edit,A0_ordinary_approval_log,0,,1,1,0,1,0
10926,source_edit,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10926,source_edit,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10926,source_edit,A3_source_bound_causal_transaction,1,approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10927,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10927,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10927,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10927,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10928,policy_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10928,policy_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10928,policy_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10928,policy_drift,A3_source_bound_causal_transaction,1,approved_policy_version_mismatch|approved_policy_snapshot_mismatch,0,0,0,0,1
10929,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10929,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10929,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10929,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10930,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10930,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10930,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10930,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10931,draft_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10931,draft_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10931,draft_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10931,draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch,0,0,0,0,1
10932,response_loss_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10932,response_loss_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10932,response_loss_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10932,response_loss_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10933,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10933,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10933,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10933,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10934,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10934,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10934,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10934,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10935,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10935,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10935,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10935,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10936,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10936,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10936,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10936,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10937,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10937,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10937,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
10937,combined_source_and_draft_drift,A3_source_bound_causal_transaction,1,approved_draft_version_mismatch|approved_draft_hash_mismatch|approved_source_hash_mismatch|approved_source_revision_mismatch,0,0,0,0,1
10938,target_drift,A0_ordinary_approval_log,0,,1,1,0,1,0
10938,target_drift,A1_source_hash_conditional,0,,1,1,0,1,0
10938,target_drift,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10938,target_drift,A3_source_bound_causal_transaction,1,approved_policy_snapshot_mismatch|approved_write_targets_mismatch,0,0,0,0,1
10939,source_aba,A0_ordinary_approval_log,0,,1,1,0,1,0
10939,source_aba,A1_source_hash_conditional,0,,1,1,0,1,0
10939,source_aba,A2_source_hash_atomic_idempotency,0,,1,1,0,1,0
10939,source_aba,A3_source_bound_causal_transaction,1,approved_source_revision_mismatch,0,0,0,0,1
10940,concurrent_retry,A0_ordinary_approval_log,0,,2,0,1,1,0
10940,concurrent_retry,A1_source_hash_conditional,0,,2,0,1,1,0
10940,concurrent_retry,A2_source_hash_atomic_idempotency,0,,1,0,0,0,1
10940,concurrent_retry,A3_source_bound_causal_transaction,0,,1,0,0,0,1
10941,combined_source_and_draft_drift,A0_ordinary_approval_log,0,,2,1,1,1,0
10941,combined_source_and_draft_drift,A1_source_hash_conditional,1,source_hash_mismatch,0,0,0,0,1
10941,combined_source_and_draft_drift,A2_source_hash_atomic_idempotency,1,source_hash_mismatch,0,0,0,0,1
